customer_id,customer_name,loyalty_status,age,gender,join_date
251,Pamela Kemp MD,Basic,35.0,Female,2022-04-28
252,Joseph Brown,Silver,37.0,Female,2024-12-27
253,Joshua Garcia,Basic,24.0,Female,2024-08-27
254,John Young,Basic,38.0,Male,2023-11-04
255,Summer Bruce,Basic,27.0,Female,2022-05-07
256,Brenda Hansen,Silver,24.0,Female,2024-09-01
257,Alexander Garcia,Basic,33.0,Male,2024-11-04
258,Mark Johnston,Gold,34.0,Male,2024-11-03
259,Christopher Johnston,Gold,,Female,2022-08-21
260,Molly Charles,Basic,34.0,Female,2023-03-08
261,Sarah Davis,Silver,43.0,Male,2024-02-29
262,Nathan Rivera,Basic,36.0,,2023-01-05
263,Patrick Hamilton,Basic,19.0,,2024-11-23
264,Deborah Wilson,Silver,,Male,2024-08-12
265,Ana Rowe,Silver,53.0,Male,2024-12-06
266,David Swanson,Silver,,Male,2022-04-20
267,Kara Armstrong,Basic,26.0,Female,2024-10-22
268,Ronald Bolton,Basic,63.0,Male,2024-10-18
269,Ronald Anderson,Basic,24.0,Male,2024-04-01
270,Raymond Leonard,Silver,55.0,Female,2023-12-10
271,Clinton Medina,Silver,59.0,Female,2024-04-10
272,James Cooper,Silver,64.0,Male,2024-08-09
273,Nicholas Anderson MD,Basic,18.0,Male,2025-01-24
274,Leslie Fowler,Basic,33.0,,2024-01-04
275,Anthony Carr,Basic,18.0,Female,2022-08-02
276,Katherine Sutton,Basic,30.0,Female,2024-11-21
277,James Hanna,Basic,64.0,Male,2023-09-07
278,Jeremy Castillo,Gold,34.0,Female,2025-01-15
279,Scott Rivera,Gold,22.0,Female,2024-02-08
280,Jonathon Lee,Silver,48.0,Female,2022-07-29
281,Aaron Hall,Basic,31.0,Female,2024-04-14
282,Ryan Estrada,Basic,52.0,Male,2023-07-18
283,Cheryl Vazquez MD,Gold,45.0,Male,2024-08-06
284,Leah Rodriguez,Basic,29.0,Female,2023-04-12
285,Brenda Freeman,Gold,22.0,Female,2022-04-15
286,Mr. Samuel Lee DDS,Basic,30.0,Female,2024-07-10
287,Justin Smith,Basic,35.0,Male,2024-01-15
288,John Smith,Gold,48.0,Female,2023-09-29
289,David Rodriguez,Basic,28.0,Female,2024-01-26
290,Jennifer Berry,Silver,26.0,Male,2023-12-03
291,Heather Webb,Silver,57.0,Male,2023-10-26
292,Meagan Villegas,Basic,33.0,Female,2023-11-21
293,Deborah Gomez,Basic,29.0,Female,2023-04-19
294,Jill Morales,Silver,43.0,Male,2023-02-13
295,Emily Morse,Silver,27.0,Female,2023-10-18
296,Matthew Hopkins,Basic,43.0,Male,2022-07-29
297,Jason Anderson,Gold,49.0,Male,2024-02-20
298,Alexander Ramirez,Basic,26.0,Female,2022-12-10
299,Linda Conway,Basic,33.0,Female,2022-11-30
300,Shawn Rivera,Basic,60.0,Female,2023-08-21
301,Taylor Rodriguez,Basic,41.0,Female,2024-03-24
302,Jonathan Wagner,Basic,20.0,Male,2024-07-11
303,Christina Perkins,Platinum,37.0,,2025-01-28
304,Mark Mills,Basic,34.0,Male,2023-12-31
305,Sherry Cortez,Basic,23.0,Male,2024-06-23
306,Tammy Singh,Basic,19.0,Male,2024-08-07
307,Lauren King,Silver,,Male,2025-04-03
308,Austin Jones,Gold,33.0,Male,2023-12-23
309,James Cox,Basic,27.0,Male,2023-04-06
310,Randy Powell,Basic,33.0,Male,2023-03-06
311,Tiffany Martinez,Basic,30.0,Male,2025-01-27
312,Terry Dawson,Basic,31.0,Female,2025-01-30
313,Jennifer Rodriguez,Basic,43.0,Male,2022-11-10
314,Joseph Thomas,Basic,20.0,Male,2022-04-17
315,Brian Barnes,Basic,32.0,Female,2025-03-31
316,Alexis Mcguire,Silver,42.0,Female,2024-01-07
317,Ana Simmons,,28.0,Female,2022-05-22
318,David Rodriguez,Gold,56.0,Male,2024-12-01
319,Marc Mcgee,Gold,35.0,Female,2024-01-29
320,Veronica Evans,Silver,,Male,2025-04-03
321,Tracy Hayes,Basic,27.0,Male,2024-03-06
322,Mr. Shawn Oliver,Basic,34.0,Male,2025-01-04
323,Karen Moreno,Basic,48.0,Female,2024-10-27
324,Daniel Swanson MD,Silver,35.0,Male,2023-07-25
325,Amy Cole,Basic,28.0,Male,2023-11-11
